entry,at,order
"""Connor @ SgqM1BL9TF"" posts a big blind of 2",2026-02-05T04:00:06.035Z,177026400603510
"""Cam @ -CWFnEN9Li"" posts a small blind of 1",2026-02-05T04:00:06.035Z,177026400603509
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (728) | #2 ""Megan @ YhjZMT3yjF"" (725) | #3 ""Peter @ YOLNz3ZCNR"" (281) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (162) | #9 ""grandpashortz @ b8EutyhaTC"" (601) | #10 ""Cam @ -CWFnEN9Li"" (503)",2026-02-05T04:00:06.035Z,177026400603502
"-- starting hand #32 (id: bedbnmov5v6v)  No Limit Texas Hold'em (dealer: ""grandpashortz @ b8EutyhaTC"") --",2026-02-05T04:00:06.035Z,177026400603501
"The player ""Ian @ yrSbbM5VuT"" stand up with the stack of 200.",2026-02-05T04:00:06.035Z,177026400603500
"-- ending hand #31 --",2026-02-05T03:59:59.985Z,177026399998502
"""Connor @ SgqM1BL9TF"" collected 133 from pot with Two Pair, 9's & 8's (combination: K♦, 8♦, 8♠, 9♣, 9♥)",2026-02-05T03:59:59.985Z,177026399998501
"""Connor @ SgqM1BL9TF"" shows a 5♣, 8♦.",2026-02-05T03:59:59.985Z,177026399998500
"""Cam @ -CWFnEN9Li"" calls 50",2026-02-05T03:59:59.181Z,177026399918100
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:59:58.250Z,177026399825000
"""Connor @ SgqM1BL9TF"" raises to 50",2026-02-05T03:59:55.342Z,177026399534200
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T03:59:52.450Z,177026399245000
"River: 6♣, K♦, 8♠, 9♣ [9♥]",2026-02-05T03:59:45.534Z,177026398553400
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:59:44.714Z,177026398471400
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:59:43.778Z,177026398377800
"""Cam @ -CWFnEN9Li"" bets 2",2026-02-05T03:59:41.839Z,177026398183900
"Turn: 6♣, K♦, 8♠ [9♣]",2026-02-05T03:59:28.427Z,177026396842700
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:59:27.612Z,177026396761200
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T03:59:24.358Z,177026396435800
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:59:21.480Z,177026396148000
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-05T03:59:11.262Z,177026395126200
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-05T03:59:06.094Z,177026394609400
"""Cam @ -CWFnEN9Li"" bets 5",2026-02-05T03:59:04.166Z,177026394416600
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:58:58.927Z,177026393892700
"Flop:  [6♣, K♦, 8♠]",2026-02-05T03:58:46.631Z,177026392663100
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:58:45.802Z,177026392580200
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:58:44.865Z,177026392486500
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:58:43.947Z,177026392394700
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:58:41.502Z,177026392150200
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:58:40.611Z,177026392061100
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:58:32.983Z,177026391298300
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:58:30.856Z,177026391085600
"""Cam @ -CWFnEN9Li"" posts a big blind of 2",2026-02-05T03:58:22.810Z,177026390281011
"""grandpashortz @ b8EutyhaTC"" posts a small blind of 1",2026-02-05T03:58:22.810Z,177026390281010
"Your hand is 4♥, 7♦",2026-02-05T03:58:22.810Z,177026390281006
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (654) | #2 ""Megan @ YhjZMT3yjF"" (734) | #3 ""Peter @ YOLNz3ZCNR"" (283) | #4 ""Ian @ yrSbbM5VuT"" (200) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (164) | #9 ""grandpashortz @ b8EutyhaTC"" (603) | #10 ""Cam @ -CWFnEN9Li"" (562)",2026-02-05T03:58:22.810Z,177026390281002
"-- starting hand #31 (id: tv8o6u3slnld)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-05T03:58:22.810Z,177026390281001
"The player ""Ian @ yrSbbM5VuT"" joined the game with a stack of 200.",2026-02-05T03:58:22.810Z,177026390281000
"-- ending hand #30 --",2026-02-05T03:58:19.879Z,177026389987902
"""Cam @ -CWFnEN9Li"" collected 49 from pot",2026-02-05T03:58:19.879Z,177026389987901
"Uncalled bet of 57 returned to ""Cam @ -CWFnEN9Li""",2026-02-05T03:58:19.879Z,177026389987900
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:58:19.066Z,177026389906600
"""Cam @ -CWFnEN9Li"" bets 57",2026-02-05T03:58:10.181Z,177026389018100
"Turn: 7♣, 6♦, 7♥ [10♥]",2026-02-05T03:58:05.011Z,177026388501100
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:58:04.160Z,177026388416000
"""Cam @ -CWFnEN9Li"" bets 2",2026-02-05T03:58:02.363Z,177026388236300
"Flop:  [7♣, 6♦, 7♥]",2026-02-05T03:57:55.634Z,177026387563400
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:57:54.827Z,177026387482700
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T03:57:49.706Z,177026386970600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:57:48.803Z,177026386880300
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T03:57:47.887Z,177026386788700
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:57:46.099Z,177026386609900
"""Cam @ -CWFnEN9Li"" raises to 21",2026-02-05T03:57:44.265Z,177026386426500
"""grandpashortz @ b8EutyhaTC"" posts a big blind of 2",2026-02-05T03:57:38.739Z,177026385873909
"""stoneman42069666 @ 2YpVmUeLk7"" posts a small blind of 1",2026-02-05T03:57:38.739Z,177026385873908
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (654) | #2 ""Megan @ YhjZMT3yjF"" (757) | #3 ""Peter @ YOLNz3ZCNR"" (283) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (165) | #9 ""grandpashortz @ b8EutyhaTC"" (605) | #10 ""Cam @ -CWFnEN9Li"" (536)",2026-02-05T03:57:38.739Z,177026385873901
"-- starting hand #30 (id: syma4lwkxey4)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-05T03:57:38.739Z,177026385873900
"-- ending hand #29 --",2026-02-05T03:57:32.734Z,177026385273403
"""Megan @ YhjZMT3yjF"" collected 144 from pot with Full House, 5's over 9's (combination: 9♦, 9♣, 5♦, 5♠, 5♥)",2026-02-05T03:57:32.734Z,177026385273402
"""Megan @ YhjZMT3yjF"" shows a 5♦, 9♦.",2026-02-05T03:57:32.734Z,177026385273401
"""grandpashortz @ b8EutyhaTC"" shows a Q♥, A♣.",2026-02-05T03:57:32.734Z,177026385273400
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:57:31.910Z,177026385191000
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:57:30.410Z,177026385041000
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:57:29.516Z,177026384951600
"River: 5♠, 5♥, Q♣, 9♣ [3♦]",2026-02-05T03:57:24.131Z,177026384413100
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:57:23.286Z,177026384328600
"""Cam @ -CWFnEN9Li"" calls 36",2026-02-05T03:57:17.418Z,177026383741800
"""grandpashortz @ b8EutyhaTC"" calls 36",2026-02-05T03:57:14.748Z,177026383474800
"""Megan @ YhjZMT3yjF"" bets 36",2026-02-05T03:57:09.540Z,177026382954000
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:57:06.223Z,177026382622300
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:57:04.777Z,177026382477700
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:57:03.480Z,177026382348000
"Turn: 5♠, 5♥, Q♣ [9♣]",2026-02-05T03:56:55.692Z,177026381569200
"""Connor @ SgqM1BL9TF"" calls 6",2026-02-05T03:56:54.889Z,177026381488900
"""Cam @ -CWFnEN9Li"" calls 6",2026-02-05T03:56:52.807Z,177026381280700
"""grandpashortz @ b8EutyhaTC"" calls 6",2026-02-05T03:56:51.626Z,177026381162600
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T03:56:46.650Z,177026380665000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:56:45.730Z,177026380573000
"""Megan @ YhjZMT3yjF"" raises to 6",2026-02-05T03:56:41.979Z,177026380197900
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:56:38.288Z,177026379828800
"The admin approved the player ""Ian @ yrSbbM5VuT"" participation with a stack of 200.",2026-02-05T03:56:36.996Z,177026379699601
"The player ""Ian @ yrSbbM5VuT"" requested a seat.",2026-02-05T03:56:36.996Z,177026379699600
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:56:36.858Z,177026379685800
"""grandpashortz @ b8EutyhaTC"" bets 2",2026-02-05T03:56:32.843Z,177026379284300
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:56:28.342Z,177026378834200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T03:56:26.023Z,177026378602300
"Flop:  [5♠, 5♥, Q♣]",2026-02-05T03:56:22.014Z,177026378201400
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:56:21.181Z,177026378118100
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:56:16.486Z,177026377648600
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:56:15.604Z,177026377560400
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:56:13.608Z,177026377360800
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:56:10.777Z,177026377077700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:56:08.032Z,177026376803200
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 2",2026-02-05T03:56:03.290Z,177026376329010
"""Peter @ YOLNz3ZCNR"" posts a small blind of 1",2026-02-05T03:56:03.290Z,177026376329009
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (662) | #2 ""Megan @ YhjZMT3yjF"" (657) | #3 ""Peter @ YOLNz3ZCNR"" (285) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (167) | #9 ""grandpashortz @ b8EutyhaTC"" (649) | #10 ""Cam @ -CWFnEN9Li"" (580)",2026-02-05T03:56:03.290Z,177026376329002
"-- starting hand #29 (id: j8yr3obpzxw3)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-05T03:56:03.290Z,177026376329001
"The player ""Ian @ yrSbbM5VuT"" quits the game with a stack of 0.",2026-02-05T03:56:03.290Z,177026376329000
"""Peter @ YOLNz3ZCNR"" shows a 4♦.",2026-02-05T03:56:00.057Z,177026376005700
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 3♠, K♠.",2026-02-05T03:55:56.989Z,177026375698900
"""Megan @ YhjZMT3yjF"" shows a 3♦, 5♦.",2026-02-05T03:55:56.875Z,177026375687500
"-- ending hand #28 --",2026-02-05T03:55:55.757Z,177026375575705
"""Ian @ yrSbbM5VuT"" shows a A♥, 6♥.",2026-02-05T03:55:55.757Z,177026375575704
"""Connor @ SgqM1BL9TF"" collected 21 from pot with Two Pair, 9's & 2's (combination: A♦, 2♦, 2♥, 9♠, 9♦)",2026-02-05T03:55:55.757Z,177026375575703
"""Connor @ SgqM1BL9TF"" collected 107 from pot with Two Pair, 9's & 2's (combination: A♦, 2♦, 2♥, 9♠, 9♦)",2026-02-05T03:55:55.757Z,177026375575702
"""Connor @ SgqM1BL9TF"" shows a 9♠, A♦.",2026-02-05T03:55:55.757Z,177026375575701
"Uncalled bet of 20 returned to ""Connor @ SgqM1BL9TF""",2026-02-05T03:55:55.757Z,177026375575700
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:55:54.945Z,177026375494500
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T03:55:54.039Z,177026375403900
"""Connor @ SgqM1BL9TF"" bets 20",2026-02-05T03:55:52.126Z,177026375212600
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:55:46.771Z,177026374677100
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:55:44.830Z,177026374483000
"River: 8♦, 9♦, 2♦, 2♥ [6♠]",2026-02-05T03:55:42.260Z,177026374226000
"""Cam @ -CWFnEN9Li"" calls 5",2026-02-05T03:55:41.418Z,177026374141800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-05T03:55:40.538Z,177026374053800
"""Connor @ SgqM1BL9TF"" raises to 5",2026-02-05T03:55:38.549Z,177026373854900
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:55:36.085Z,177026373608500
"""stoneman42069666 @ 2YpVmUeLk7"" bets 2",2026-02-05T03:55:34.425Z,177026373442500
"Turn: 8♦, 9♦, 2♦ [2♥]",2026-02-05T03:55:27.919Z,177026372791900
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:55:27.106Z,177026372710600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:55:26.169Z,177026372616900
"""Connor @ SgqM1BL9TF"" bets 2",2026-02-05T03:55:09.009Z,177026370900900
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:54:59.883Z,177026369988300
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:54:49.696Z,177026368969600
"Flop:  [8♦, 9♦, 2♦]",2026-02-05T03:54:43.372Z,177026368337200
"""stoneman42069666 @ 2YpVmUeLk7"" calls 26",2026-02-05T03:54:42.497Z,177026368249700
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:54:41.589Z,177026368158900
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:54:28.985Z,177026366898500
"""Connor @ SgqM1BL9TF"" calls 26",2026-02-05T03:54:27.455Z,177026366745500
"""Cam @ -CWFnEN9Li"" calls 26",2026-02-05T03:54:23.135Z,177026366313500
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:54:22.248Z,177026366224800
"""Ian @ yrSbbM5VuT"" raises to 26 and go all in",2026-02-05T03:54:19.730Z,177026365973000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:54:14.637Z,177026365463700
"""Peter @ YOLNz3ZCNR"" posts a big blind of 2",2026-02-05T03:54:01.425Z,177026364142511
"""Megan @ YhjZMT3yjF"" posts a small blind of 1",2026-02-05T03:54:01.425Z,177026364142510
"Your hand is A♥, 6♥",2026-02-05T03:54:01.425Z,177026364142507
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (567) | #2 ""Megan @ YhjZMT3yjF"" (658) | #3 ""Peter @ YOLNz3ZCNR"" (287) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (200) | #8 ""Ian @ yrSbbM5VuT"" (26) | #9 ""grandpashortz @ b8EutyhaTC"" (649) | #10 ""Cam @ -CWFnEN9Li"" (613)",2026-02-05T03:54:01.425Z,177026364142502
"-- starting hand #28 (id: ekkfu1kmph8l)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-05T03:54:01.425Z,177026364142501
"The player ""stoneman42069666 @ 2YpVmUeLk7"" joined the game with a stack of 200.",2026-02-05T03:54:01.425Z,177026364142500
"-- ending hand #27 --",2026-02-05T03:53:55.377Z,177026363537703
"""Cam @ -CWFnEN9Li"" collected 412 from pot with Pair, Q's (combination: 4♥, 7♥, K♣, Q♠, Q♥)",2026-02-05T03:53:55.377Z,177026363537702
"""Cam @ -CWFnEN9Li"" shows a K♣, Q♠.",2026-02-05T03:53:55.377Z,177026363537701
"""Ian @ yrSbbM5VuT"" shows a 10♠, 10♣.",2026-02-05T03:53:55.377Z,177026363537700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:53:54.562Z,177026363456200
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T03:53:53.599Z,177026363359900
"River: Q♥, 7♥, 2♦, 4♥ [3♥]",2026-02-05T03:53:50.847Z,177026363084700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:53:50.016Z,177026363001600
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T03:53:48.499Z,177026362849900
"Turn: Q♥, 7♥, 2♦ [4♥]",2026-02-05T03:53:46.643Z,177026362664300
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:53:45.816Z,177026362581600
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T03:53:44.565Z,177026362456500
"Flop:  [Q♥, 7♥, 2♦]",2026-02-05T03:53:33.957Z,177026361395700
"""Ian @ yrSbbM5VuT"" calls 172",2026-02-05T03:53:33.111Z,177026361311100
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:53:30.299Z,177026361029900
"""Cam @ -CWFnEN9Li"" raises to 172",2026-02-05T03:53:11.252Z,177026359125200
"""Ian @ yrSbbM5VuT"" raises to 118",2026-02-05T03:52:58.045Z,177026357804500
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:52:50.825Z,177026357082500
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:52:49.932Z,177026356993200
"""Connor @ SgqM1BL9TF"" calls 64",2026-02-05T03:52:48.533Z,177026356853300
"""Cam @ -CWFnEN9Li"" raises to 64",2026-02-05T03:52:41.096Z,177026356109600
"The admin approved the player ""stoneman42069666 @ 2YpVmUeLk7"" participation with a stack of 200.",2026-02-05T03:52:39.516Z,177026355951600
"The player ""stoneman42069666 @ 2YpVmUeLk7"" requested a seat.",2026-02-05T03:52:37.738Z,177026355773800
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:52:35.626Z,177026355562600
"""Ian @ yrSbbM5VuT"" raises to 10",2026-02-05T03:52:29.713Z,177026354971300
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:52:21.973Z,177026354197300
"""Megan @ YhjZMT3yjF"" posts a big blind of 2",2026-02-05T03:51:54.960Z,177026351496009
"""Connor @ SgqM1BL9TF"" posts a small blind of 1",2026-02-05T03:51:54.960Z,177026351496008
"Your hand is 10♠, 10♣",2026-02-05T03:51:54.960Z,177026351496005
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (631) | #2 ""Megan @ YhjZMT3yjF"" (660) | #3 ""Peter @ YOLNz3ZCNR"" (289) | #8 ""Ian @ yrSbbM5VuT"" (198) | #9 ""grandpashortz @ b8EutyhaTC"" (649) | #10 ""Cam @ -CWFnEN9Li"" (373)",2026-02-05T03:51:54.960Z,177026351496001
"-- starting hand #27 (id: vywsksssjjku)  No Limit Texas Hold'em (dealer: ""Cam @ -CWFnEN9Li"") --",2026-02-05T03:51:54.960Z,177026351496000
"-- ending hand #26 --",2026-02-05T03:51:52.054Z,177026351205402
"""Connor @ SgqM1BL9TF"" collected 54 from pot",2026-02-05T03:51:52.054Z,177026351205401
"Uncalled bet of 10 returned to ""Connor @ SgqM1BL9TF""",2026-02-05T03:51:52.054Z,177026351205400
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:51:51.232Z,177026351123200
"""Connor @ SgqM1BL9TF"" bets 10",2026-02-05T03:51:40.691Z,177026350069100
"Turn: 4♣, 8♠, 6♠ [2♠]",2026-02-05T03:51:27.203Z,177026348720300
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:51:26.346Z,177026348634600
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:51:17.671Z,177026347767100
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:51:16.777Z,177026347677700
"""Peter @ YOLNz3ZCNR"" calls 20",2026-02-05T03:51:14.367Z,177026347436700
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:51:07.163Z,177026346716300
"""Connor @ SgqM1BL9TF"" raises to 20",2026-02-05T03:51:05.641Z,177026346564100
"""Cam @ -CWFnEN9Li"" bets 2",2026-02-05T03:51:00.931Z,177026346093100
"Flop:  [4♣, 8♠, 6♠]",2026-02-05T03:50:54.969Z,177026345496900
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:50:54.161Z,177026345416100
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:50:53.243Z,177026345324300
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:50:52.285Z,177026345228500
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T03:50:43.702Z,177026344370200
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:50:40.578Z,177026344057800
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:50:36.757Z,177026343675700
"""Connor @ SgqM1BL9TF"" posts a big blind of 2",2026-02-05T03:50:34.747Z,177026343474710
"""Cam @ -CWFnEN9Li"" posts a small blind of 1",2026-02-05T03:50:34.747Z,177026343474709
"Your hand is 7♠, 3♠",2026-02-05T03:50:34.747Z,177026343474706
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (599) | #2 ""Megan @ YhjZMT3yjF"" (662) | #3 ""Peter @ YOLNz3ZCNR"" (311) | #8 ""Ian @ yrSbbM5VuT"" (200) | #9 ""grandpashortz @ b8EutyhaTC"" (651) | #10 ""Cam @ -CWFnEN9Li"" (377)",2026-02-05T03:50:34.747Z,177026343474702
"-- starting hand #26 (id: gmxt3mdhbpkt)  No Limit Texas Hold'em (dealer: ""grandpashortz @ b8EutyhaTC"") --",2026-02-05T03:50:34.747Z,177026343474701
"The player ""Ian @ yrSbbM5VuT"" joined the game with a stack of 200.",2026-02-05T03:50:34.747Z,177026343474700
"""Connor @ SgqM1BL9TF"" shows a Q♠, A♦.",2026-02-05T03:50:30.896Z,177026343089600
"-- ending hand #25 --",2026-02-05T03:50:28.204Z,177026342820402
"""grandpashortz @ b8EutyhaTC"" collected 114 from pot with Straight, 5 High (combination: A♠, 2♣, 3♦, 4♣, 5♦)",2026-02-05T03:50:28.204Z,177026342820401
"""grandpashortz @ b8EutyhaTC"" shows a A♠, 4♣.",2026-02-05T03:50:28.204Z,177026342820400
"""Connor @ SgqM1BL9TF"" calls 50",2026-02-05T03:50:27.371Z,177026342737100
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:50:25.681Z,177026342568100
"""grandpashortz @ b8EutyhaTC"" raises to 50",2026-02-05T03:50:24.763Z,177026342476300
"""Connor @ SgqM1BL9TF"" raises to 10",2026-02-05T03:50:14.014Z,177026341401400
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:50:10.390Z,177026341039000
"""grandpashortz @ b8EutyhaTC"" bets 2",2026-02-05T03:50:08.065Z,177026340806500
"River: 3♦, J♥, 9♣, 2♣ [5♦]",2026-02-05T03:50:04.177Z,177026340417700
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:50:03.367Z,177026340336700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:50:01.810Z,177026340181000
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:50:00.547Z,177026340054700
"Turn: 3♦, J♥, 9♣ [2♣]",2026-02-05T03:49:57.820Z,177026339782000
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:49:57.004Z,177026339700400
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:49:56.116Z,177026339611600
"""Connor @ SgqM1BL9TF"" bets 2",2026-02-05T03:49:52.833Z,177026339283300
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:49:50.205Z,177026339020500
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:49:42.013Z,177026338201300
"Flop:  [3♦, J♥, 9♣]",2026-02-05T03:49:36.602Z,177026337660200
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:49:35.717Z,177026337571700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:49:34.830Z,177026337483000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:49:32.171Z,177026337217100
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:49:29.085Z,177026336908500
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:49:27.548Z,177026336754800
"""Cam @ -CWFnEN9Li"" posts a big blind of 2",2026-02-05T03:49:25.193Z,177026336519308
"""grandpashortz @ b8EutyhaTC"" posts a small blind of 1",2026-02-05T03:49:25.193Z,177026336519307
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (653) | #2 ""Megan @ YhjZMT3yjF"" (662) | #3 ""Peter @ YOLNz3ZCNR"" (311) | #9 ""grandpashortz @ b8EutyhaTC"" (591) | #10 ""Cam @ -CWFnEN9Li"" (383)",2026-02-05T03:49:25.193Z,177026336519301
"-- starting hand #25 (id: cutjsbngm6hh)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-05T03:49:25.193Z,177026336519300
"-- ending hand #24 --",2026-02-05T03:49:22.192Z,177026336219202
"""grandpashortz @ b8EutyhaTC"" collected 6 from pot",2026-02-05T03:49:22.192Z,177026336219201
"Uncalled bet of 2 returned to ""grandpashortz @ b8EutyhaTC""",2026-02-05T03:49:22.192Z,177026336219200
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:49:21.369Z,177026336136900
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:49:19.690Z,177026335969000
"""grandpashortz @ b8EutyhaTC"" bets 2",2026-02-05T03:49:18.777Z,177026335877700
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T03:49:13.207Z,177026335320700
"River: A♦, 9♣, 7♥, 10♠ [J♥]",2026-02-05T03:49:08.146Z,177026334814600
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:49:07.317Z,177026334731700
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:49:06.441Z,177026334644100
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T03:49:05.547Z,177026334554700
"Turn: A♦, 9♣, 7♥ [10♠]",2026-02-05T03:48:53.759Z,177026333375900
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:48:52.937Z,177026333293700
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:48:52.033Z,177026333203300
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T03:48:51.095Z,177026333109500
"Flop:  [A♦, 9♣, 7♥]",2026-02-05T03:48:44.504Z,177026332450400
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:48:43.688Z,177026332368800
"The admin approved the player ""Ian @ yrSbbM5VuT"" participation with a stack of 200.",2026-02-05T03:48:41.802Z,177026332180201
"The player ""Ian @ yrSbbM5VuT"" requested a seat.",2026-02-05T03:48:41.802Z,177026332180200
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:48:41.234Z,177026332123400
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:48:40.332Z,177026332033200
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:48:38.373Z,177026331837300
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:48:37.460Z,177026331746000
"""grandpashortz @ b8EutyhaTC"" posts a big blind of 2",2026-02-05T03:48:32.289Z,177026331228910
"""Peter @ YOLNz3ZCNR"" posts a small blind of 1",2026-02-05T03:48:32.289Z,177026331228909
