entry,at,order
"-- starting hand #53 (id: 5adgnmwcyqkq)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-12T04:29:31.818Z,177087057181800
"""Peter @ YOLNz3ZCNR"" shows a K♦, 9♠.",2026-02-12T04:29:29.609Z,177087056960900
"""Ian @ yrSbbM5VuT"" shows a 2♣, 7♦.",2026-02-12T04:29:29.281Z,177087056928100
"""Will @ AVS4WBKGHg"" shows a J♦, Q♦.",2026-02-12T04:29:27.939Z,177087056793900
"-- ending hand #52 --",2026-02-12T04:29:26.767Z,177087056676702
"""Ian @ yrSbbM5VuT"" collected 85 from pot",2026-02-12T04:29:26.767Z,177087056676701
"Uncalled bet of 70 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T04:29:26.767Z,177087056676700
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:29:25.953Z,177087056595300
"""Ian @ yrSbbM5VuT"" raises to 75",2026-02-12T04:29:14.127Z,177087055412700
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T04:29:00.643Z,177087054064300
"Turn: 3♥, 7♥, 10♠ [5♠]",2026-02-12T04:28:39.506Z,177087051950600
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:28:38.640Z,177087051864000
"""Connor @ SgqM1BL9TF"" calls 25",2026-02-12T04:28:37.736Z,177087051773600
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:28:28.350Z,177087050835000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T04:28:26.922Z,177087050692200
"""Ian @ yrSbbM5VuT"" bets 25",2026-02-12T04:28:17.201Z,177087049720100
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T04:28:13.242Z,177087049324200
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:28:00.833Z,177087048083300
"Flop:  [3♥, 7♥, 10♠]",2026-02-12T04:27:53.920Z,177087047392000
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T04:27:53.103Z,177087047310300
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T04:27:50.313Z,177087047031300
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T04:27:49.374Z,177087046937400
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:27:48.492Z,177087046849200
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T04:27:43.521Z,177087046352100
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:27:37.467Z,177087045746700
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 5",2026-02-12T04:27:34.760Z,177087045476009
"""Connor @ SgqM1BL9TF"" posts a small blind of 2",2026-02-12T04:27:34.760Z,177087045476008
"Your hand is 2♣, 7♦",2026-02-12T04:27:34.760Z,177087045476002
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1039) | #2 ""Peter @ YOLNz3ZCNR"" (827) | #3 ""Will @ AVS4WBKGHg"" (337) | #6 ""Connor @ SgqM1BL9TF"" (755) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (820) | #10 ""Megan @ YhjZMT3yjF"" (722)",2026-02-12T04:27:34.760Z,177087045476001
"-- starting hand #52 (id: c1ktuzaxsq0t)  No Limit Texas Hold'em (dealer: ""Will @ AVS4WBKGHg"") --",2026-02-12T04:27:34.760Z,177087045476000
"""Peter @ YOLNz3ZCNR"" shows a 3♥, 7♣.",2026-02-12T04:27:32.403Z,177087045240300
"-- ending hand #51 --",2026-02-12T04:27:31.144Z,177087045114402
"""Peter @ YOLNz3ZCNR"" collected 20 from pot",2026-02-12T04:27:31.144Z,177087045114401
"Uncalled bet of 15 returned to ""Peter @ YOLNz3ZCNR""",2026-02-12T04:27:31.144Z,177087045114400
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:27:30.330Z,177087045033000
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:27:25.952Z,177087044595200
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:27:12.649Z,177087043264900
"""Peter @ YOLNz3ZCNR"" bets 15",2026-02-12T04:27:10.071Z,177087043007100
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T04:27:03.009Z,177087042300900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:26:58.151Z,177087041815100
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:26:55.191Z,177087041519100
"Flop:  [3♦, 3♠, 2♥]",2026-02-12T04:26:50.766Z,177087041076600
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:26:49.948Z,177087040994800
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T04:26:49.033Z,177087040903300
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:26:48.168Z,177087040816800
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:26:42.297Z,177087040229700
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T04:26:39.050Z,177087039905000
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:26:35.187Z,177087039518700
"""Connor @ SgqM1BL9TF"" posts a big blind of 5",2026-02-12T04:26:29.864Z,177087038986409
"""Will @ AVS4WBKGHg"" posts a small blind of 2",2026-02-12T04:26:29.864Z,177087038986408
"Your hand is 5♣, J♠",2026-02-12T04:26:29.864Z,177087038986402
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1039) | #2 ""Peter @ YOLNz3ZCNR"" (812) | #3 ""Will @ AVS4WBKGHg"" (342) | #6 ""Connor @ SgqM1BL9TF"" (760) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (820) | #10 ""Megan @ YhjZMT3yjF"" (727)",2026-02-12T04:26:29.864Z,177087038986401
"-- starting hand #51 (id: wonxp5h2qlwj)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-12T04:26:29.864Z,177087038986400
"""Will @ AVS4WBKGHg"" shows a 4♦, 5♠.",2026-02-12T04:26:25.159Z,177087038515900
"-- ending hand #50 --",2026-02-12T04:26:23.294Z,177087038329403
"""Ian @ yrSbbM5VuT"" shows a 7♠, 2♠.",2026-02-12T04:26:23.294Z,177087038329402
"""Peter @ YOLNz3ZCNR"" collected 812 from pot with Pair, 8's (combination: 7♥, J♦, A♥, 8♥, 8♠)",2026-02-12T04:26:23.294Z,177087038329401
"""Peter @ YOLNz3ZCNR"" shows a 8♥, A♥.",2026-02-12T04:26:23.294Z,177087038329400
"""Ian @ yrSbbM5VuT"" calls 280",2026-02-12T04:26:22.463Z,177087038246300
"""Peter @ YOLNz3ZCNR"" bets 280 and go all in",2026-02-12T04:26:19.291Z,177087037929100
"River: 7♥, 3♥, 8♠, 6♦ [J♦]",2026-02-12T04:26:07.517Z,177087036751700
"""Peter @ YOLNz3ZCNR"" calls 87",2026-02-12T04:26:06.704Z,177087036670400
"""Ian @ yrSbbM5VuT"" bets 87",2026-02-12T04:26:01.884Z,177087036188400
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:25:57.365Z,177087035736500
"Turn: 7♥, 3♥, 8♠ [6♦]",2026-02-12T04:25:45.436Z,177087034543600
"""Ian @ yrSbbM5VuT"" calls 20",2026-02-12T04:25:44.559Z,177087034455900
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:25:33.688Z,177087033368800
"""Peter @ YOLNz3ZCNR"" bets 20",2026-02-12T04:25:24.260Z,177087032426000
"Flop:  [7♥, 3♥, 8♠]",2026-02-12T04:25:11.494Z,177087031149400
"""Ian @ yrSbbM5VuT"" calls 11",2026-02-12T04:25:10.638Z,177087031063800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 11",2026-02-12T04:25:08.340Z,177087030834000
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:25:05.804Z,177087030580400
"""Peter @ YOLNz3ZCNR"" raises to 11",2026-02-12T04:25:01.704Z,177087030170400
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T04:24:55.287Z,177087029528700
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:24:51.359Z,177087029135900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T04:24:48.002Z,177087028800200
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:24:46.053Z,177087028605300
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T04:24:43.219Z,177087028321909
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T04:24:43.219Z,177087028321908
"Your hand is 7♠, 2♠",2026-02-12T04:24:43.219Z,177087028321902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1437) | #2 ""Peter @ YOLNz3ZCNR"" (398) | #3 ""Will @ AVS4WBKGHg"" (347) | #6 ""Connor @ SgqM1BL9TF"" (760) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (831) | #10 ""Megan @ YhjZMT3yjF"" (727)",2026-02-12T04:24:43.219Z,177087028321901
"-- starting hand #50 (id: 0lolxfggvxzm)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-12T04:24:43.219Z,177087028321900
"""Peter @ YOLNz3ZCNR"" shows a J♠, K♠.",2026-02-12T04:24:37.776Z,177087027777600
"-- ending hand #49 --",2026-02-12T04:24:36.658Z,177087027665802
"""Ian @ yrSbbM5VuT"" collected 487 from pot with Pair, A's (combination: 4♣, 6♠, Q♦, A♦, A♠)",2026-02-12T04:24:36.658Z,177087027665801
"""Ian @ yrSbbM5VuT"" shows a A♦, Q♦.",2026-02-12T04:24:36.658Z,177087027665800
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:24:35.817Z,177087027581700
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T04:24:24.843Z,177087026484300
"River: A♠, 2♣, 6♠, 3♥ [4♣]",2026-02-12T04:24:05.625Z,177087024562500
"""Peter @ YOLNz3ZCNR"" calls 100",2026-02-12T04:24:04.772Z,177087024477200
"""Ian @ yrSbbM5VuT"" bets 100",2026-02-12T04:23:51.718Z,177087023171800
"Turn: A♠, 2♣, 6♠ [3♥]",2026-02-12T04:23:40.183Z,177087022018300
"""Peter @ YOLNz3ZCNR"" calls 80",2026-02-12T04:23:39.374Z,177087021937400
"""Ian @ yrSbbM5VuT"" bets 80",2026-02-12T04:23:27.263Z,177087020726300
"Flop:  [A♠, 2♣, 6♠]",2026-02-12T04:23:08.998Z,177087018899800
"""Peter @ YOLNz3ZCNR"" calls 61",2026-02-12T04:23:08.168Z,177087018816800
"""Ian @ yrSbbM5VuT"" raises to 61",2026-02-12T04:23:02.295Z,177087018229500
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:22:47.532Z,177087016753200
"""Peter @ YOLNz3ZCNR"" raises to 33",2026-02-12T04:22:43.843Z,177087016384300
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T04:22:33.760Z,177087015376000
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:22:30.206Z,177087015020600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T04:22:27.797Z,177087014779700
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:22:23.948Z,177087014394800
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:22:23.034Z,177087014303400
"""Peter @ YOLNz3ZCNR"" posts a big blind of 5",2026-02-12T04:22:16.397Z,177087013639709
"""Ian @ yrSbbM5VuT"" posts a small blind of 2",2026-02-12T04:22:16.397Z,177087013639708
"Your hand is A♦, Q♦",2026-02-12T04:22:16.397Z,177087013639702
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1191) | #2 ""Peter @ YOLNz3ZCNR"" (639) | #3 ""Will @ AVS4WBKGHg"" (347) | #6 ""Connor @ SgqM1BL9TF"" (760) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (836) | #10 ""Megan @ YhjZMT3yjF"" (727)",2026-02-12T04:22:16.397Z,177087013639701
"-- starting hand #49 (id: p4vyfyoc0mmf)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-12T04:22:16.397Z,177087013639700
"""Peter @ YOLNz3ZCNR"" shows a J♥, K♥.",2026-02-12T04:22:14.443Z,177087013444300
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 4♦, Q♦.",2026-02-12T04:22:13.329Z,177087013332900
"-- ending hand #48 --",2026-02-12T04:22:12.061Z,177087013206102
"""Peter @ YOLNz3ZCNR"" collected 67 from pot",2026-02-12T04:22:12.061Z,177087013206101
"Uncalled bet of 50 returned to ""Peter @ YOLNz3ZCNR""",2026-02-12T04:22:12.061Z,177087013206100
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:22:11.180Z,177087013118000
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:22:05.825Z,177087012582500
"""Peter @ YOLNz3ZCNR"" bets 50",2026-02-12T04:21:44.857Z,177087010485700
"Turn: J♦, 6♠, K♦ [5♥]",2026-02-12T04:21:34.528Z,177087009452800
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:21:33.721Z,177087009372100
"""stoneman42069666 @ 2YpVmUeLk7"" calls 15",2026-02-12T04:21:28.478Z,177087008847800
"""Connor @ SgqM1BL9TF"" calls 15",2026-02-12T04:21:25.391Z,177087008539100
"""Peter @ YOLNz3ZCNR"" bets 15",2026-02-12T04:21:10.431Z,177087007043100
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T04:21:01.682Z,177087006168200
"Flop:  [J♦, 6♠, K♦]",2026-02-12T04:20:50.210Z,177087005021000
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T04:20:49.363Z,177087004936300
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:20:46.148Z,177087004614800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T04:20:42.158Z,177087004215800
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T04:20:36.685Z,177087003668500
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:20:35.771Z,177087003577100
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:20:34.862Z,177087003486200
"""Ian @ yrSbbM5VuT"" posts a big blind of 5",2026-02-12T04:20:26.689Z,177087002668909
"""Megan @ YhjZMT3yjF"" posts a small blind of 2",2026-02-12T04:20:26.689Z,177087002668908
"Your hand is A♣, 10♥",2026-02-12T04:20:26.689Z,177087002668902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1196) | #2 ""Peter @ YOLNz3ZCNR"" (592) | #3 ""Will @ AVS4WBKGHg"" (347) | #6 ""Connor @ SgqM1BL9TF"" (780) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (856) | #10 ""Megan @ YhjZMT3yjF"" (729)",2026-02-12T04:20:26.689Z,177087002668901
"-- starting hand #48 (id: oolhi2gftldo)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-12T04:20:26.689Z,177087002668900
"""Connor @ SgqM1BL9TF"" shows a 4♥, 9♣.",2026-02-12T04:20:24.226Z,177087002422600
"-- ending hand #47 --",2026-02-12T04:20:23.037Z,177087002303702
"""Peter @ YOLNz3ZCNR"" collected 47 from pot",2026-02-12T04:20:23.037Z,177087002303701
"Uncalled bet of 35 returned to ""Peter @ YOLNz3ZCNR""",2026-02-12T04:20:23.037Z,177087002303700
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:20:22.225Z,177087002222500
"""Peter @ YOLNz3ZCNR"" bets 35",2026-02-12T04:20:21.323Z,177087002132300
"Flop:  [4♣, 4♦, 9♠]",2026-02-12T04:20:10.702Z,177087001070200
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:20:09.893Z,177087000989300
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:20:02.249Z,177087000224900
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T04:19:52.537Z,177086999253700
"""Will @ AVS4WBKGHg"" calls 20",2026-02-12T04:19:51.623Z,177086999162300
"""Peter @ YOLNz3ZCNR"" raises to 20",2026-02-12T04:19:48.435Z,177086998843500
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:19:32.904Z,177086997290400
"""Megan @ YhjZMT3yjF"" posts a big blind of 5",2026-02-12T04:19:28.864Z,177086996886409
"""stoneman42069666 @ 2YpVmUeLk7"" posts a small blind of 2",2026-02-12T04:19:28.864Z,177086996886408
"Your hand is 5♠, 2♣",2026-02-12T04:19:28.864Z,177086996886402
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1196) | #2 ""Peter @ YOLNz3ZCNR"" (565) | #3 ""Will @ AVS4WBKGHg"" (367) | #6 ""Connor @ SgqM1BL9TF"" (780) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (858) | #10 ""Megan @ YhjZMT3yjF"" (734)",2026-02-12T04:19:28.864Z,177086996886401
"-- starting hand #47 (id: eymjhdbnw20f)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-12T04:19:28.864Z,177086996886400
"""Connor @ SgqM1BL9TF"" shows a 3♥, K♦.",2026-02-12T04:19:24.590Z,177086996459000
"""Megan @ YhjZMT3yjF"" shows a 9♦, Q♥.",2026-02-12T04:19:24.384Z,177086996438400
"-- ending hand #46 --",2026-02-12T04:19:21.859Z,177086996185903
"""stoneman42069666 @ 2YpVmUeLk7"" collected 170 from pot with Two Pair, A's & 9's (combination: 10♥, 9♣, 9♥, A♠, A♣)",2026-02-12T04:19:21.859Z,177086996185902
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 5♣, A♠.",2026-02-12T04:19:21.859Z,177086996185901
"""Peter @ YOLNz3ZCNR"" shows a 10♣, Q♠.",2026-02-12T04:19:21.859Z,177086996185900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 50",2026-02-12T04:19:21.032Z,177086996103200
"""Connor @ SgqM1BL9TF"" calls 50",2026-02-12T04:19:18.636Z,177086995863600
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:19:13.975Z,177086995397500
"""Peter @ YOLNz3ZCNR"" raises to 50",2026-02-12T04:19:13.106Z,177086995310600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 25",2026-02-12T04:19:06.872Z,177086994687200
"""Connor @ SgqM1BL9TF"" bets 25",2026-02-12T04:19:03.385Z,177086994338500
"River: 9♣, 10♥, 3♠, A♣ [9♥]",2026-02-12T04:18:54.856Z,177086993485600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:18:54.031Z,177086993403100
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:18:52.837Z,177086993283700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T04:18:49.781Z,177086992978100
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:18:34.488Z,177086991448800
"Turn: 9♣, 10♥, 3♠ [A♣]",2026-02-12T04:18:25.126Z,177086990512600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:18:24.284Z,177086990428400
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:18:23.154Z,177086990315400
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T04:18:13.564Z,177086989356400
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:18:07.963Z,177086988796300
"Flop:  [9♣, 10♥, 3♠]",2026-02-12T04:18:01.247Z,177086988124700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T04:18:00.437Z,177086988043700
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T04:17:57.501Z,177086987750100
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T04:17:45.686Z,177086986568600
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:17:44.823Z,177086986482300
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:17:42.594Z,177086986259400
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:17:41.640Z,177086986164000
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 5",2026-02-12T04:17:37.479Z,177086985747909
"""Connor @ SgqM1BL9TF"" posts a small blind of 2",2026-02-12T04:17:37.479Z,177086985747908
"Your hand is 2♥, J♥",2026-02-12T04:17:37.479Z,177086985747902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1196) | #2 ""Peter @ YOLNz3ZCNR"" (620) | #3 ""Will @ AVS4WBKGHg"" (372) | #6 ""Connor @ SgqM1BL9TF"" (835) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (743) | #10 ""Megan @ YhjZMT3yjF"" (734)",2026-02-12T04:17:37.479Z,177086985747901
"-- starting hand #46 (id: 2fhy5saqf4uz)  No Limit Texas Hold'em (dealer: ""Will @ AVS4WBKGHg"") --",2026-02-12T04:17:37.479Z,177086985747900
"""Peter @ YOLNz3ZCNR"" shows a 3♦, J♣.",2026-02-12T04:17:32.679Z,177086985267900
"""Megan @ YhjZMT3yjF"" shows a K♥, A♥.",2026-02-12T04:17:32.150Z,177086985215000
"""stoneman42069666 @ 2YpVmUeLk7"" shows a J♥, 6♥.",2026-02-12T04:17:31.418Z,177086985141800
"-- ending hand #45 --",2026-02-12T04:17:29.918Z,177086984991802
"""Connor @ SgqM1BL9TF"" collected 535 from pot with Full House, 8's over 5's (combination: 5♦, 5♠, 8♣, 8♦, 8♥)",2026-02-12T04:17:29.918Z,177086984991801
"""Connor @ SgqM1BL9TF"" shows a 5♦, 8♣.",2026-02-12T04:17:29.918Z,177086984991800
"""Megan @ YhjZMT3yjF"" calls 150",2026-02-12T04:17:29.082Z,177086984908200
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:17:23.363Z,177086984336300
"""Connor @ SgqM1BL9TF"" bets 150",2026-02-12T04:17:20.842Z,177086984084200
"River: A♣, 8♦, J♦, 8♥ [5♠]",2026-02-12T04:17:16.068Z,177086983606800
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:17:15.200Z,177086983520000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T04:17:14.334Z,177086983433400
"""Megan @ YhjZMT3yjF"" calls 50",2026-02-12T04:17:13.461Z,177086983346100
"""stoneman42069666 @ 2YpVmUeLk7"" calls 50",2026-02-12T04:17:10.217Z,177086983021700
"""Connor @ SgqM1BL9TF"" bets 50",2026-02-12T04:17:08.546Z,177086982854600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:17:05.772Z,177086982577200
"Turn: A♣, 8♦, J♦ [8♥]",2026-02-12T04:17:02.333Z,177086982233300
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T04:17:01.515Z,177086982151500
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:17:00.633Z,177086982063300
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:16:37.581Z,177086979758100
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T04:16:33.196Z,177086979319600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T04:16:30.024Z,177086979002400
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T04:16:24.582Z,177086978458200
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:16:09.402Z,177086976940200
"Flop:  [A♣, 8♦, J♦]",2026-02-12T04:16:06.267Z,177086976626700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 10",2026-02-12T04:16:05.428Z,177086976542800
"""Connor @ SgqM1BL9TF"" calls 10",2026-02-12T04:16:04.529Z,177086976452900
"""Will @ AVS4WBKGHg"" calls 10",2026-02-12T04:16:02.820Z,177086976282000
"""Peter @ YOLNz3ZCNR"" calls 10",2026-02-12T04:16:01.915Z,177086976191500
"""Ian @ yrSbbM5VuT"" calls 10",2026-02-12T04:16:00.968Z,177086976096800
"""Megan @ YhjZMT3yjF"" raises to 10",2026-02-12T04:15:58.768Z,177086975876800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T04:15:54.914Z,177086975491400
"""Connor @ SgqM1BL9TF"" posts a big blind of 5",2026-02-12T04:15:50.277Z,177086975027709
"""Will @ AVS4WBKGHg"" posts a small blind of 2",2026-02-12T04:15:50.277Z,177086975027708
"Your hand is 10♥, 2♥",2026-02-12T04:15:50.277Z,177086975027702
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1206) | #2 ""Peter @ YOLNz3ZCNR"" (635) | #3 ""Will @ AVS4WBKGHg"" (387) | #6 ""Connor @ SgqM1BL9TF"" (515) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (808) | #10 ""Megan @ YhjZMT3yjF"" (949)",2026-02-12T04:15:50.277Z,177086975027701
"-- starting hand #45 (id: sxjgf5fajkwy)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-12T04:15:50.277Z,177086975027700
"-- ending hand #44 --",2026-02-12T04:15:47.278Z,177086974727802
"""Connor @ SgqM1BL9TF"" collected 20 from pot",2026-02-12T04:15:47.278Z,177086974727801
"Uncalled bet of 10 returned to ""Connor @ SgqM1BL9TF""",2026-02-12T04:15:47.278Z,177086974727800
"""Will @ AVS4WBKGHg"" folds",2026-02-12T04:15:46.450Z,177086974645000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T04:15:42.815Z,177086974281500
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T04:15:36.041Z,177086973604100
"""Connor @ SgqM1BL9TF"" bets 10",2026-02-12T04:15:32.426Z,177086973242600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:15:27.614Z,177086972761400
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:15:26.727Z,177086972672700
"River: 8♠, K♠, 3♠, K♣ [9♥]",2026-02-12T04:15:17.918Z,177086971791800
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T04:15:17.113Z,177086971711300
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:15:15.981Z,177086971598100
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:15:15.092Z,177086971509200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:15:13.819Z,177086971381900
"Turn: 8♠, K♠, 3♠ [K♣]",2026-02-12T04:15:09.429Z,177086970942900
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T04:15:08.603Z,177086970860300
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T04:15:05.916Z,177086970591600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:15:04.981Z,177086970498100
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T04:15:03.514Z,177086970351400
"Flop:  [8♠, K♠, 3♠]",2026-02-12T04:14:52.526Z,177086969252600
"""Will @ AVS4WBKGHg"" checks",2026-02-12T04:14:51.675Z,177086969167500
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T04:14:50.064Z,177086969006400
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T04:14:35.264Z,177086967526400
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T04:14:30.466Z,177086967046600
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T04:14:22.372Z,177086966237200
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T04:14:18.657Z,177086965865700
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T04:14:16.844Z,177086965684410
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T04:14:16.844Z,177086965684409
"Your hand is 10♦, 4♦",2026-02-12T04:14:16.844Z,177086965684403
