entry,at,order
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T05:25:11.187Z,177087391118700
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:25:09.168Z,177087390916800
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:25:08.264Z,177087390826400
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:25:03.281Z,177087390328100
"""Connor @ SgqM1BL9TF"" posts a big blind of 5",2026-02-12T05:24:57.319Z,177087389731908
"""Megan @ YhjZMT3yjF"" posts a small blind of 2",2026-02-12T05:24:57.319Z,177087389731907
"Your hand is J♣, 8♠",2026-02-12T05:24:57.319Z,177087389731902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (3277) | #2 ""Peter @ YOLNz3ZCNR"" (780) | #3 ""Will @ AVS4WBKGHg"" (304) | #4 ""Megan @ YhjZMT3yjF"" (490) | #6 ""Connor @ SgqM1BL9TF"" (649)",2026-02-12T05:24:57.319Z,177087389731901
"-- starting hand #86 (id: r7ezwuns1zcm)  No Limit Texas Hold'em (dealer: ""Will @ AVS4WBKGHg"") --",2026-02-12T05:24:57.319Z,177087389731900
"""Connor @ SgqM1BL9TF"" shows a 3♠, 4♣.",2026-02-12T05:24:53.548Z,177087389354800
"""Peter @ YOLNz3ZCNR"" shows a K♦, 4♠.",2026-02-12T05:24:52.664Z,177087389266400
"-- ending hand #85 --",2026-02-12T05:24:50.313Z,177087389031303
"""Ian @ yrSbbM5VuT"" collected 405 from pot with Two Pair, J's & 4's (combination: 10♦, 4♦, 4♥, J♥, J♣)",2026-02-12T05:24:50.313Z,177087389031302
"""Ian @ yrSbbM5VuT"" shows a J♥, 10♦.",2026-02-12T05:24:50.313Z,177087389031301
"""Will @ AVS4WBKGHg"" shows a J♠, 6♣.",2026-02-12T05:24:50.313Z,177087389031300
"""Ian @ yrSbbM5VuT"" calls 135",2026-02-12T05:24:49.477Z,177087388947700
"""Will @ AVS4WBKGHg"" bets 135",2026-02-12T05:24:31.833Z,177087387183300
"River: 5♥, 9♣, 4♦, J♣ [4♥]",2026-02-12T05:24:24.647Z,177087386464700
"""Will @ AVS4WBKGHg"" calls 55",2026-02-12T05:24:23.793Z,177087386379300
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:24:22.907Z,177087386290700
"""Ian @ yrSbbM5VuT"" raises to 55",2026-02-12T05:24:19.427Z,177087385942700
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T05:24:05.418Z,177087384541800
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:24:04.381Z,177087384438100
"""Will @ AVS4WBKGHg"" bets 5",2026-02-12T05:24:00.642Z,177087384064200
"Turn: 5♥, 9♣, 4♦ [J♣]",2026-02-12T05:23:58.619Z,177087383861900
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:23:57.797Z,177087383779700
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T05:23:56.888Z,177087383688800
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:23:54.104Z,177087383410400
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:23:48.168Z,177087382816800
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:23:46.765Z,177087382676500
"Flop:  [5♥, 9♣, 4♦]",2026-02-12T05:23:43.920Z,177087382392000
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:23:43.039Z,177087382303900
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:23:41.577Z,177087382157700
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:23:40.716Z,177087382071600
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:23:38.209Z,177087381820900
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:23:35.622Z,177087381562200
"""Megan @ YhjZMT3yjF"" posts a big blind of 5",2026-02-12T05:23:33.972Z,177087381397208
"""Will @ AVS4WBKGHg"" posts a small blind of 2",2026-02-12T05:23:33.972Z,177087381397207
"Your hand is J♥, 10♦",2026-02-12T05:23:33.972Z,177087381397202
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (3067) | #2 ""Peter @ YOLNz3ZCNR"" (785) | #3 ""Will @ AVS4WBKGHg"" (499) | #4 ""Megan @ YhjZMT3yjF"" (495) | #6 ""Connor @ SgqM1BL9TF"" (654)",2026-02-12T05:23:33.972Z,177087381397201
"-- starting hand #85 (id: kjg80zhg4dwq)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-12T05:23:33.972Z,177087381397200
"""Connor @ SgqM1BL9TF"" shows a A♣, 5♠.",2026-02-12T05:23:29.640Z,177087380964000
"""Peter @ YOLNz3ZCNR"" shows a 2♦, 7♥.",2026-02-12T05:23:28.013Z,177087380801300
"-- ending hand #84 --",2026-02-12T05:23:26.970Z,177087380697003
"""Ian @ yrSbbM5VuT"" collected 70 from pot with Pair, 10's (combination: 7♠, 9♠, K♣, 10♥, 10♦)",2026-02-12T05:23:26.970Z,177087380697002
"""Ian @ yrSbbM5VuT"" shows a 10♥, K♣.",2026-02-12T05:23:26.970Z,177087380697001
"""Will @ AVS4WBKGHg"" shows a A♠, 6♦.",2026-02-12T05:23:26.970Z,177087380697000
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T05:23:26.139Z,177087380613900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:23:22.909Z,177087380290900
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:23:21.090Z,177087380109000
"River: 7♠, 6♠, 9♠, 10♦ [4♣]",2026-02-12T05:23:17.168Z,177087379716800
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T05:23:16.299Z,177087379629900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:23:11.757Z,177087379175700
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:23:09.027Z,177087378902700
"Turn: 7♠, 6♠, 9♠ [10♦]",2026-02-12T05:23:06.691Z,177087378669100
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:23:05.879Z,177087378587900
"""Will @ AVS4WBKGHg"" calls 15",2026-02-12T05:23:03.346Z,177087378334600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:23:02.478Z,177087378247800
"""Ian @ yrSbbM5VuT"" calls 15",2026-02-12T05:22:56.526Z,177087377652600
"""Connor @ SgqM1BL9TF"" bets 15",2026-02-12T05:22:51.894Z,177087377189400
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:22:48.835Z,177087376883500
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:22:44.708Z,177087376470800
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:22:42.494Z,177087376249400
"Flop:  [7♠, 6♠, 9♠]",2026-02-12T05:22:20.501Z,177087374050100
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:22:19.682Z,177087373968200
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:22:13.270Z,177087373327000
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:22:12.397Z,177087373239700
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:22:08.919Z,177087372891900
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T05:22:08.017Z,177087372801700
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T05:22:02.409Z,177087372240908
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T05:22:02.409Z,177087372240907
"Your hand is 10♥, K♣",2026-02-12T05:22:02.409Z,177087372240902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (3017) | #2 ""Peter @ YOLNz3ZCNR"" (790) | #3 ""Will @ AVS4WBKGHg"" (519) | #4 ""Megan @ YhjZMT3yjF"" (500) | #6 ""Connor @ SgqM1BL9TF"" (674)",2026-02-12T05:22:02.409Z,177087372240901
"-- starting hand #84 (id: cdfapuvtxrdq)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-12T05:22:02.409Z,177087372240900
"""Connor @ SgqM1BL9TF"" shows a 10♥, 9♦.",2026-02-12T05:21:57.772Z,177087371777200
"-- ending hand #83 --",2026-02-12T05:21:55.900Z,177087371590002
"""Ian @ yrSbbM5VuT"" collected 540 from pot with Two Pair, J's & 10's (combination: Q♣, 10♠, 10♣, J♠, J♦)",2026-02-12T05:21:55.900Z,177087371590001
"""Ian @ yrSbbM5VuT"" shows a J♠, 10♠.",2026-02-12T05:21:55.900Z,177087371590000
"""Connor @ SgqM1BL9TF"" calls 180",2026-02-12T05:21:55.061Z,177087371506100
"""Ian @ yrSbbM5VuT"" bets 180",2026-02-12T05:21:54.160Z,177087371416000
"River: 3♦, 10♣, Q♣, J♦ [7♠]",2026-02-12T05:21:47.100Z,177087370710000
"""Connor @ SgqM1BL9TF"" calls 60",2026-02-12T05:21:46.289Z,177087370628900
"""Ian @ yrSbbM5VuT"" bets 60",2026-02-12T05:21:45.355Z,177087370535500
"Turn: 3♦, 10♣, Q♣ [J♦]",2026-02-12T05:21:27.548Z,177087368754800
"""Connor @ SgqM1BL9TF"" calls 20",2026-02-12T05:21:26.730Z,177087368673000
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:21:25.823Z,177087368582300
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:21:19.321Z,177087367932100
"""Ian @ yrSbbM5VuT"" bets 20",2026-02-12T05:21:18.446Z,177087367844600
"Flop:  [3♦, 10♣, Q♣]",2026-02-12T05:21:08.522Z,177087366852200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:21:07.711Z,177087366771100
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:21:06.781Z,177087366678100
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:21:04.720Z,177087366472000
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:21:03.776Z,177087366377600
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:20:58.963Z,177087365896300
"""Peter @ YOLNz3ZCNR"" posts a big blind of 5",2026-02-12T05:20:51.232Z,177087365123209
"""Ian @ yrSbbM5VuT"" posts a small blind of 2",2026-02-12T05:20:51.232Z,177087365123208
"Your hand is J♠, 10♠",2026-02-12T05:20:51.232Z,177087365123203
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (2742) | #2 ""Peter @ YOLNz3ZCNR"" (795) | #3 ""Will @ AVS4WBKGHg"" (524) | #4 ""Megan @ YhjZMT3yjF"" (500) | #6 ""Connor @ SgqM1BL9TF"" (939)",2026-02-12T05:20:51.232Z,177087365123202
"-- starting hand #83 (id: aby8qkwl1vqt)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-12T05:20:51.232Z,177087365123201
"The player ""Megan @ YhjZMT3yjF"" joined the game with a stack of 500.",2026-02-12T05:20:51.232Z,177087365123200
"""Connor @ SgqM1BL9TF"" shows a 10♣, K♣.",2026-02-12T05:20:46.313Z,177087364631300
"-- ending hand #82 --",2026-02-12T05:20:44.665Z,177087364466502
"""Ian @ yrSbbM5VuT"" collected 235 from pot with Three of a Kind, J's (combination: 9♠, K♦, J♠, J♥, J♦)",2026-02-12T05:20:44.665Z,177087364466501
"""Ian @ yrSbbM5VuT"" shows a 9♠, J♠.",2026-02-12T05:20:44.665Z,177087364466500
"""Connor @ SgqM1BL9TF"" calls 100",2026-02-12T05:20:43.856Z,177087364385600
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:20:42.374Z,177087364237400
"""Ian @ yrSbbM5VuT"" raises to 100",2026-02-12T05:20:36.180Z,177087363618000
"""Connor @ SgqM1BL9TF"" bets 25",2026-02-12T05:20:17.781Z,177087361778100
"River: 7♦, K♦, 8♣, J♥ [J♦]",2026-02-12T05:20:13.498Z,177087361349800
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:20:12.676Z,177087361267600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:20:11.728Z,177087361172800
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:19:59.603Z,177087359960300
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T05:19:49.956Z,177087358995600
"Turn: 7♦, K♦, 8♣ [J♥]",2026-02-12T05:19:46.599Z,177087358659900
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:19:45.769Z,177087358576900
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:19:44.861Z,177087358486100
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T05:19:43.971Z,177087358397100
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:19:33.161Z,177087357316100
"Flop:  [7♦, K♦, 8♣]",2026-02-12T05:19:03.630Z,177087354363000
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T05:19:02.825Z,177087354282500
"The admin approved the player ""Megan @ YhjZMT3yjF"" participation with a stack of 500.",2026-02-12T05:18:56.698Z,177087353669800
"The player ""Megan @ YhjZMT3yjF"" requested a seat.",2026-02-12T05:18:55.435Z,177087353543500
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:18:54.488Z,177087353448800
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:18:53.594Z,177087353359400
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:18:52.692Z,177087353269200
"""Ian @ yrSbbM5VuT"" posts a big blind of 5",2026-02-12T05:18:28.385Z,177087350838508
"""Connor @ SgqM1BL9TF"" posts a small blind of 2",2026-02-12T05:18:28.385Z,177087350838507
"Your hand is 9♠, J♠",2026-02-12T05:18:28.385Z,177087350838503
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (2617) | #2 ""Peter @ YOLNz3ZCNR"" (800) | #3 ""Will @ AVS4WBKGHg"" (534) | #6 ""Connor @ SgqM1BL9TF"" (1049)",2026-02-12T05:18:28.385Z,177087350838502
"-- starting hand #82 (id: p8mxybtxyhxz)  No Limit Texas Hold'em (dead button) --",2026-02-12T05:18:28.385Z,177087350838501
"The player ""Megan @ YhjZMT3yjF"" quits the game with a stack of 0.",2026-02-12T05:18:28.385Z,177087350838500
"""Peter @ YOLNz3ZCNR"" shows a 5♦.",2026-02-12T05:18:24.859Z,177087350485900
"""Will @ AVS4WBKGHg"" shows a J♥, 8♠.",2026-02-12T05:18:24.819Z,177087350481900
"""Peter @ YOLNz3ZCNR"" shows a 4♠.",2026-02-12T05:18:24.560Z,177087350456000
"-- ending hand #81 --",2026-02-12T05:18:21.382Z,177087350138204
"""Ian @ yrSbbM5VuT"" collected 1454 from pot with Flush, A High (combination: 5♠, 10♠, J♠, K♠, A♠)",2026-02-12T05:18:21.382Z,177087350138203
"""Ian @ yrSbbM5VuT"" shows a K♦, K♠.",2026-02-12T05:18:21.382Z,177087350138202
"""Connor @ SgqM1BL9TF"" shows a 3♣, Q♠.",2026-02-12T05:18:21.382Z,177087350138201
"""Megan @ YhjZMT3yjF"" shows a A♥, 6♠.",2026-02-12T05:18:21.382Z,177087350138200
"""Ian @ yrSbbM5VuT"" calls 403",2026-02-12T05:18:20.516Z,177087350051600
"""Connor @ SgqM1BL9TF"" calls 403",2026-02-12T05:18:18.674Z,177087349867400
"""Megan @ YhjZMT3yjF"" bets 403 and go all in",2026-02-12T05:18:15.203Z,177087349520300
"River: A♠, 10♠, 5♠, 3♦ [J♠]",2026-02-12T05:18:04.311Z,177087348431100
"""Connor @ SgqM1BL9TF"" calls 30",2026-02-12T05:18:03.496Z,177087348349600
"""Megan @ YhjZMT3yjF"" calls 30",2026-02-12T05:18:02.474Z,177087348247400
"""Ian @ yrSbbM5VuT"" bets 30",2026-02-12T05:17:57.530Z,177087347753000
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:17:46.126Z,177087346612600
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:17:41.630Z,177087346163000
"Turn: A♠, 10♠, 5♠ [3♦]",2026-02-12T05:17:38.616Z,177087345861600
"""Connor @ SgqM1BL9TF"" calls 45",2026-02-12T05:17:37.777Z,177087345777700
"""Megan @ YhjZMT3yjF"" calls 45",2026-02-12T05:17:36.889Z,177087345688900
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:17:35.085Z,177087345508500
"""Ian @ yrSbbM5VuT"" raises to 45",2026-02-12T05:17:33.697Z,177087345369700
"""Connor @ SgqM1BL9TF"" calls 15",2026-02-12T05:17:28.691Z,177087344869100
"""Megan @ YhjZMT3yjF"" bets 15",2026-02-12T05:17:26.988Z,177087344698800
"Flop:  [A♠, 10♠, 5♠]",2026-02-12T05:17:21.762Z,177087344176200
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:17:20.948Z,177087344094800
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T05:17:14.866Z,177087343486600
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:17:13.371Z,177087343337100
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:17:12.488Z,177087343248800
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:17:06.872Z,177087342687200
"""Connor @ SgqM1BL9TF"" posts a big blind of 5",2026-02-12T05:16:57.029Z,177087341702908
"""Megan @ YhjZMT3yjF"" posts a small blind of 2",2026-02-12T05:16:57.029Z,177087341702907
"Your hand is K♦, K♠",2026-02-12T05:16:57.029Z,177087341702902
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1646) | #2 ""Peter @ YOLNz3ZCNR"" (800) | #3 ""Will @ AVS4WBKGHg"" (539) | #4 ""Megan @ YhjZMT3yjF"" (483) | #6 ""Connor @ SgqM1BL9TF"" (1532)",2026-02-12T05:16:57.029Z,177087341702901
"-- starting hand #81 (id: qklrdc2qtk5b)  No Limit Texas Hold'em (dealer: ""Will @ AVS4WBKGHg"") --",2026-02-12T05:16:57.029Z,177087341702900
"""Ian @ yrSbbM5VuT"" shows a 8♣, Q♣.",2026-02-12T05:16:54.786Z,177087341478600
"-- ending hand #80 --",2026-02-12T05:16:53.383Z,177087341338302
"""Ian @ yrSbbM5VuT"" collected 140 from pot",2026-02-12T05:16:53.383Z,177087341338301
"Uncalled bet of 145 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T05:16:53.383Z,177087341338300
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T05:16:52.575Z,177087341257500
"""Ian @ yrSbbM5VuT"" bets 145",2026-02-12T05:16:35.289Z,177087339528900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:16:22.780Z,177087338278000
"River: 6♥, K♦, 5♠, Q♦ [3♥]",2026-02-12T05:16:20.362Z,177087338036200
"""Connor @ SgqM1BL9TF"" calls 50",2026-02-12T05:16:19.550Z,177087337955000
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:16:17.142Z,177087337714200
"""Ian @ yrSbbM5VuT"" raises to 50",2026-02-12T05:16:12.919Z,177087337291900
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T05:15:56.373Z,177087335637300
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:15:53.106Z,177087335310600
"Turn: 6♥, K♦, 5♠ [Q♦]",2026-02-12T05:15:49.768Z,177087334976800
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T05:15:48.955Z,177087334895500
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:15:47.113Z,177087334711300
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:15:42.134Z,177087334213400
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:15:36.190Z,177087333619000
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T05:15:33.144Z,177087333314400
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:15:27.708Z,177087332770800
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:15:25.591Z,177087332559100
"Flop:  [6♥, K♦, 5♠]",2026-02-12T05:15:20.942Z,177087332094200
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T05:15:20.126Z,177087332012600
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:15:13.352Z,177087331335200
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:15:12.423Z,177087331242300
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T05:15:06.563Z,177087330656300
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:14:57.553Z,177087329755300
"""Megan @ YhjZMT3yjF"" posts a big blind of 5",2026-02-12T05:14:52.436Z,177087329243608
"""Will @ AVS4WBKGHg"" posts a small blind of 2",2026-02-12T05:14:52.436Z,177087329243607
"Your hand is 8♣, Q♣",2026-02-12T05:14:52.436Z,177087329243602
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1566) | #2 ""Peter @ YOLNz3ZCNR"" (805) | #3 ""Will @ AVS4WBKGHg"" (544) | #4 ""Megan @ YhjZMT3yjF"" (493) | #6 ""Connor @ SgqM1BL9TF"" (1592)",2026-02-12T05:14:52.436Z,177087329243601
"-- starting hand #80 (id: 19tjwuxquszi)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-12T05:14:52.436Z,177087329243600
"""Peter @ YOLNz3ZCNR"" shows a 7♣, A♥.",2026-02-12T05:14:49.176Z,177087328917600
"-- ending hand #79 --",2026-02-12T05:14:45.891Z,177087328589103
"""Will @ AVS4WBKGHg"" collected 335 from pot with Pair, K's (combination: 6♠, 8♦, A♠, K♣, K♥)",2026-02-12T05:14:45.891Z,177087328589102
"""Will @ AVS4WBKGHg"" shows a A♠, K♣.",2026-02-12T05:14:45.891Z,177087328589101
"""Connor @ SgqM1BL9TF"" shows a A♦, 4♥.",2026-02-12T05:14:45.891Z,177087328589100
"""Will @ AVS4WBKGHg"" calls 100",2026-02-12T05:14:45.076Z,177087328507600
"""Connor @ SgqM1BL9TF"" bets 100",2026-02-12T05:14:44.162Z,177087328416200
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:14:40.162Z,177087328016200
"River: 2♥, 6♠, K♥, 5♥ [8♦]",2026-02-12T05:14:38.567Z,177087327856700
"""Connor @ SgqM1BL9TF"" calls 45",2026-02-12T05:14:37.731Z,177087327773100
"""Will @ AVS4WBKGHg"" bets 45",2026-02-12T05:14:31.094Z,177087327109400
"Turn: 2♥, 6♠, K♥ [5♥]",2026-02-12T05:14:26.562Z,177087326656200
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T05:14:25.735Z,177087326573500
"""Connor @ SgqM1BL9TF"" calls 15",2026-02-12T05:13:56.679Z,177087323667900
"""Will @ AVS4WBKGHg"" bets 15",2026-02-12T05:13:53.223Z,177087323322300
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:13:48.230Z,177087322823000
"Flop:  [2♥, 6♠, K♥]",2026-02-12T05:13:31.153Z,177087321115300
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:13:30.350Z,177087321035000
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T05:13:29.448Z,177087320944800
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T05:13:25.916Z,177087320591600
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:13:24.180Z,177087320418000
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:13:23.276Z,177087320327600
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T05:13:18.840Z,177087319884008
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T05:13:18.840Z,177087319884007
"Your hand is 10♠, 4♦",2026-02-12T05:13:18.840Z,177087319884002
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1566) | #2 ""Peter @ YOLNz3ZCNR"" (810) | #3 ""Will @ AVS4WBKGHg"" (374) | #4 ""Megan @ YhjZMT3yjF"" (493) | #6 ""Connor @ SgqM1BL9TF"" (1757)",2026-02-12T05:13:18.840Z,177087319884001
"-- starting hand #79 (id: vsk34la3qddi)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-12T05:13:18.840Z,177087319884000
"""Peter @ YOLNz3ZCNR"" shows a Q♥, J♥.",2026-02-12T05:13:13.538Z,177087319353800
"-- ending hand #78 --",2026-02-12T05:13:12.284Z,177087319228402
"""Connor @ SgqM1BL9TF"" collected 177 from pot with Two Pair, A's & K's (combination: Q♣, K♠, K♦, A♥, A♠)",2026-02-12T05:13:12.284Z,177087319228401
"""Connor @ SgqM1BL9TF"" shows a Q♣, K♠.",2026-02-12T05:13:12.284Z,177087319228400
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:13:11.480Z,177087319148000
"""Peter @ YOLNz3ZCNR"" calls 80",2026-02-12T05:13:10.614Z,177087319061400
"""Connor @ SgqM1BL9TF"" bets 80",2026-02-12T05:13:00.660Z,177087318066000
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:12:55.585Z,177087317558500
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:12:50.993Z,177087317099300
"River: J♣, 9♣, K♦, A♥ [A♠]",2026-02-12T05:12:45.645Z,177087316564500
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:12:44.842Z,177087316484200
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:12:43.959Z,177087316395900
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:12:43.082Z,177087316308200
"Turn: J♣, 9♣, K♦ [A♥]",2026-02-12T05:12:34.639Z,177087315463900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:12:33.825Z,177087315382500
"""Will @ AVS4WBKGHg"" checks",2026-02-12T05:12:32.900Z,177087315290000
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:12:32.016Z,177087315201600
"Flop:  [J♣, 9♣, K♦]",2026-02-12T05:12:23.666Z,177087314366600
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T05:12:22.842Z,177087314284200
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T05:12:10.101Z,177087313010100
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T05:12:03.218Z,177087312321800
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T05:12:02.227Z,177087312222700
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T05:11:59.761Z,177087311976100
"""Peter @ YOLNz3ZCNR"" posts a big blind of 5",2026-02-12T05:11:55.932Z,177087311593208
"""Ian @ yrSbbM5VuT"" posts a small blind of 2",2026-02-12T05:11:55.932Z,177087311593207
"Your hand is 3♣, J♦",2026-02-12T05:11:55.932Z,177087311593202
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (1568) | #2 ""Peter @ YOLNz3ZCNR"" (895) | #3 ""Will @ AVS4WBKGHg"" (379) | #4 ""Megan @ YhjZMT3yjF"" (493) | #6 ""Connor @ SgqM1BL9TF"" (1665)",2026-02-12T05:11:55.932Z,177087311593201
"-- starting hand #78 (id: qcimt8xzvgtp)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-12T05:11:55.932Z,177087311593200
"-- ending hand #77 --",2026-02-12T05:11:53.025Z,177087311302502
"""Ian @ yrSbbM5VuT"" collected 80 from pot",2026-02-12T05:11:53.025Z,177087311302501
"Uncalled bet of 30 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T05:11:53.025Z,177087311302500
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T05:11:52.203Z,177087311220300
"""Ian @ yrSbbM5VuT"" bets 30",2026-02-12T05:11:46.383Z,177087310638300
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T05:11:36.328Z,177087309632800
"Turn: 3♥, 3♠, 4♣ [7♥]",2026-02-12T05:11:34.517Z,177087309451700
"""Connor @ SgqM1BL9TF"" calls 10",2026-02-12T05:11:33.661Z,177087309366100
"""Will @ AVS4WBKGHg"" folds",2026-02-12T05:11:30.099Z,177087309009900
